instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,timeOnModel, timeOnOptimize, numOfVariables, numOfConstraints
L_00000472,100,1 , 3600.0,83.821 , true, true,230.0,2678, 2678, 0.000 , 0.016, 83.805,10201, 501
L_00000473,100,1 , 3600.0,21.988 , true, true,51.0,2836, 2836, 0.000 , 0.016, 21.972,10201, 501
L_00000474,100,1 , 3600.0,16.957 , true, true,88.0,2722, 2722, 0.000 , 0.018, 16.939,10201, 501
L_00000475,100,1 , 3600.0,20.617 , true, true,35.0,2800, 2800, 0.000 , 0.016, 20.601,10201, 501
L_00000476,100,1 , 3600.0,23.369 , true, true,70.0,2679, 2679, 0.000 , 0.019, 23.350,10201, 501
L_00000477,100,1 , 3600.0,19.789 , true, true,99.0,2731, 2731, 0.000 , 0.017, 19.772,10201, 501
L_00000478,100,1 , 3600.0,24.398 , true, true,61.0,2562, 2562, 0.000 , 0.016, 24.382,10201, 501
L_00000479,100,1 , 3600.0,444.528 , true, true,1488.0,2675, 2675, 0.000 , 0.018, 444.510,10201, 501
L_00000480,100,1 , 3600.0,113.145 , true, true,213.0,2882, 2882, 0.000 , 0.017, 113.128,10201, 501
L_00000481,100,1 , 3600.0,23.099 , true, true,53.0,2797, 2797, 0.000 , 0.017, 23.082,10201, 501
L_00000482,100,1 , 3600.0,151.756 , true, true,267.0,2810, 2810, 0.000 , 0.015, 151.741,10201, 501
L_00000483,100,1 , 3600.0,77.115 , true, true,140.0,3127, 3127, 0.000 , 0.017, 77.098,10201, 501
L_00000484,100,1 , 3600.0,23.504 , true, true,62.0,2489, 2489, 0.000 , 0.015, 23.489,10201, 501
L_00000485,100,1 , 3600.0,24.180 , true, true,67.0,3170, 3170, 0.000 , 0.018, 24.162,10201, 501
L_00000486,100,1 , 3600.0,911.687 , true, true,1576.0,2649, 2649, 0.000 , 0.016, 911.671,10201, 501
L_00000487,100,1 , 3600.0,65.342 , true, true,271.0,3141, 3141, 0.000 , 0.016, 65.326,10201, 501
L_00000488,100,1 , 3600.0,43.408 , true, true,103.0,2957, 2957, 0.000 , 0.017, 43.391,10201, 501
L_00000489,100,1 , 3600.0,59.247 , true, true,102.0,2877, 2877, 0.000 , 0.019, 59.228,10201, 501
L_00000490,100,1 , 3600.0,15.152 , true, true,50.0,2772, 2772, 0.000 , 0.016, 15.136,10201, 501
L_00000491,100,1 , 3600.0,23.818 , true, true,53.0,2935, 2935, 0.000 , 0.016, 23.802,10201, 501
L_00000492,100,1 , 3600.0,31.252 , true, true,135.0,3013, 3013, 0.000 , 0.018, 31.234,10201, 501
L_00000493,100,1 , 3600.0,278.036 , true, true,701.0,3107, 3107, 0.000 , 0.015, 278.021,10201, 501
L_00000494,100,1 , 3600.0,32.614 , true, true,103.0,3234, 3234, 0.000 , 0.016, 32.598,10201, 501
,,,,
