algoName, instName, numOfJobs, feasible, timeLimit, timeCost,ub, lb, status, numOfVariables, numOfConstraints, nThreads
L_00000247,Mixed Integer Linear Programming, true, 60.0, 1.037, 1554, 1554, 2, 2601, 251, 0
L_00000248,Mixed Integer Linear Programming, true, 60.0, 0.930, 1491, 1491, 2, 2601, 251, 0
L_00000249,Mixed Integer Linear Programming, true, 60.0, 0.483, 1448, 1448, 2, 2601, 251, 0
L_00000250,Mixed Integer Linear Programming, true, 60.0, 2.813, 1891, 1891, 2, 3721, 301, 0
L_00000251,Mixed Integer Linear Programming, true, 60.0, 1.616, 1618, 1618, 2, 3721, 301, 0
L_00000252,Mixed Integer Linear Programming, true, 60.0, 1.411, 1653, 1653, 2, 3721, 301, 0
L_00000253,Mixed Integer Linear Programming, true, 60.0, 2.011, 1575, 1575, 2, 3721, 301, 0
L_00000254,Mixed Integer Linear Programming, true, 60.0, 1.168, 1937, 1937, 2, 3721, 301, 0
L_00000255,Mixed Integer Linear Programming, true, 60.0, 1.226, 1631, 1631, 2, 3721, 301, 0
L_00000256,Mixed Integer Linear Programming, true, 60.0, 1.868, 1647, 1647, 2, 3721, 301, 0
L_00000257,Mixed Integer Linear Programming, true, 60.0, 3.016, 1797, 1797, 2, 3721, 301, 0
L_00000258,Mixed Integer Linear Programming, true, 60.0, 1.155, 1635, 1635, 2, 3721, 301, 0
L_00000259,Mixed Integer Linear Programming, true, 60.0, 1.941, 1499, 1499, 2, 3721, 301, 0
L_00000260,Mixed Integer Linear Programming, true, 60.0, 2.159, 1670, 1670, 2, 3721, 301, 0
L_00000261,Mixed Integer Linear Programming, true, 60.0, 2.062, 1793, 1793, 2, 3721, 301, 0
L_00000262,Mixed Integer Linear Programming, true, 60.0, 1.462, 1672, 1672, 2, 3721, 301, 0
L_00000263,Mixed Integer Linear Programming, true, 60.0, 1.713, 1614, 1614, 2, 3721, 301, 0
L_00000264,Mixed Integer Linear Programming, true, 60.0, 1.929, 1637, 1637, 2, 3721, 301, 0
